,video_id,comment_text,likes,replies,sentiment,text
31915,zJufeAMRHy8,You have this while Disney is doing terrible reboots,0,0,-1,disney terrible reboots
32039,4LwpGaDKmZ8,oh no.....the oxidation by the end of the video is HORRIBLE 😱,0,0,-1,oh nothe oxidation end video horrible
32074,4LwpGaDKmZ8,I went out and bought trophy wife and the foundation and I'm in LOVE!!!!!!!!!!!!!,0,0,1,went bought trophy wife foundation im love
32085,4LwpGaDKmZ8,How is your skin so perfect? 😩,0,0,1,skin perfect
32157,5kZi3J2S52E,that is an insane price @_@!!!!,0,0,-1,insane price _
32192,5kZi3J2S52E,Awesome congrats!,0,0,1,awesome congrats
32198,5kZi3J2S52E,It's doooooooooone!!!!! :D,1,0,1,doooooooooone
32259,Alp_a88C8dY,It's a beautiful Tim Curry out toda-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHH!!!,0,0,1,beautiful tim curry todaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhh
32268,Alp_a88C8dY,Best Pennywise line - \n\nKiss me fat boy!,0,0,1,best pennywise line \n\nkiss fat boy
32305,WAwRqecvMSY,OH MY GOD FUCKING ROAST ME QUEEN!!!! YES!!,9438,164,-1,oh god fucking roast queen yes
32520,uAipi4V5g34,That was Perfect,0,0,1,perfect
32526,9e6WeQeBjOI,"I've thought of building a playground for our dogs, but this is awesome!",0,0,1,ive thought building playground dogs awesome
32529,9e6WeQeBjOI,What a great daddy!,1,4,1,great daddy
32538,CayHgjP1YNQ,Ros was the best part,7,0,1,ros best part
32555,CayHgjP1YNQ,Best version of the song ever,0,0,1,best version song ever
32558,CayHgjP1YNQ,The moaning parts are the best,0,0,1,moaning parts best
32564,CayHgjP1YNQ,Awesome. So awesome it's being reported. Congrats. http://nerdist.com/game-of-thrones-taylor-swift-look-what-you-made-me-do/,0,0,1,awesome awesome reported congrats httpnerdistcomgameofthronestaylorswiftlookwhatyoumademedo
32605,CayHgjP1YNQ,This is perfect,0,0,1,perfect
32609,CayHgjP1YNQ,That was awesome,0,0,1,awesome
32623,CayHgjP1YNQ,Brilliant!!!!!,0,0,1,brilliant
32624,CayHgjP1YNQ,Brilliant !,0,0,1,brilliant
32817,fQxLlq7lxVM,Awesome job.. Thinking  of buying the trio.. cuz I don't have anything like that,0,0,1,awesome job thinking buying trio cuz dont anything like
32844,fQxLlq7lxVM,<3 so exciteed tooo,0,0,1,3 exciteed tooo
32851,fQxLlq7lxVM,Beautiful! Luv you boo!😍,0,0,1,beautiful luv boo
32910,T2W7UocH0Hs,How do you save your spot where you're from? ROFL!,0,0,1,save spot youre rofl
32946,T2W7UocH0Hs,So basically what you're saying is Japan is the best country to steal stuff,0,0,1,basically youre saying japan best country steal stuff
32984,zPGRU49esCU,CRAZY TAGGLER!!!,0,0,-1,crazy taggler
32995,zPGRU49esCU,you're awesome dude!!!! <3 God bless you,0,0,1,youre awesome dude 3 god bless
32999,zPGRU49esCU,Awesome video. Thank you!,1,0,1,awesome video thank
33091,ykvX-E1nuag,"Welcome to Melbourne! I hope you can take some time to go to the South Melbourne Market, Chez Dre, and Bibelot!",0,0,1,welcome melbourne hope take time go south melbourne market chez dre bibelot
33093,ykvX-E1nuag,Ahhhhhhh!!!  Welcome to my city!,0,0,1,ahhhhhhh welcome city
33183,8fH_PAi6Yf4,The foundation looks beautiful on you!,0,0,1,foundation looks beautiful
33189,8fH_PAi6Yf4,"My GOD, all my sisters are so fucking beautiful!!! <3",0,0,1,god sisters fucking beautiful 3
33190,8fH_PAi6Yf4,"Yas ms deb deb, a million views so happy for you!",0,0,1,yas ms deb deb million views happy
33229,8fH_PAi6Yf4,AHH I loved this review!! I'm sold <3 Beautiful!!,0,0,1,ahh loved review im sold 3 beautiful
33250,8fH_PAi6Yf4,Beautiful!!,0,0,1,beautiful
33268,8fH_PAi6Yf4,absolutely beautiful!!,0,0,1,absolutely beautiful
33357,a6sywFdvURE,Great job Bannon!,0,0,1,great job bannon
33406,pwHvK07tUuw,this is hysterical,0,0,-1,hysterical
33419,pwHvK07tUuw,"awesome, i give like, and subscribe",0,0,1,awesome give like subscribe
33423,pwHvK07tUuw,please crazy arms of ray price!!!!!!!!!!!!!,0,0,-1,please crazy arms ray price
33443,pwHvK07tUuw,I'm not a fan of this song but this was AWESOME,0,0,1,im fan song awesome
33454,pwHvK07tUuw,Excellent.,0,0,1,excellent
33499,bF5sIEuv83k,So damn good looking !!!!!!! 😭 keep singing,0,0,1,damn good looking keep singing
33527,bF5sIEuv83k,"I am never one to comment on videos but this time I couldn't help it, this song is just too amazing! I have not stopped listening since the 8th! Keep it coming!",0,0,1,never one comment videos time couldnt help song amazing stopped listening since 8th keep coming
33575,bF5sIEuv83k,Love his music and him!!!!,0,0,1,love music
33576,bF5sIEuv83k,Oh I love your voice Kane!!!!,0,0,1,oh love voice kane
33593,REyxoxScrbU,I love this song!!!!,0,0,1,love song
33595,REyxoxScrbU,She look like Alessia Cara's evil twin.,0,0,-1,look like alessia caras evil twin
33671,REyxoxScrbU,<3,0,0,1,3
33716,368_ovPsJk8,Skip to 2:06 for the best part,0,0,1,skip 206 best part
33826,tBN9kLaS-uw,IM SO JELOUS I LOVE THAT JACKET THOUGH!!!!,0,0,1,im jelous love jacket though
33849,tBN9kLaS-uw,Your hair looks amazing !!!,0,0,1,hair looks amazing
33854,tBN9kLaS-uw,happy birthday Jenna!!!!!,0,0,1,happy birthday jenna
33868,tBN9kLaS-uw,Boring....,0,0,-1,boring
34048,bvim4rsNHkQ,The awesome rocket porn.,0,0,1,awesome rocket porn
34066,bvim4rsNHkQ,You guys are awesome!,0,0,1,guys awesome
34067,bvim4rsNHkQ,This is so awesome!,0,0,1,awesome
34071,bvim4rsNHkQ,Awesome,0,0,1,awesome
34077,bvim4rsNHkQ,https://youtu.be/rnJ4blc_S6g                   best I ever saw,0,0,1,httpsyoutubernj4blc_s6g best ever saw
34093,bZJpwidiMco,At one time I watched Jimmy... Yea not anymore. He's nothing but a tool... Pathetic,0,0,-1,one time watched jimmy yea anymore hes nothing tool pathetic
34161,bZJpwidiMco,What a great impression of Melissa McCarthy!,0,0,1,great impression melissa mccarthy
34188,CYoRmfI0LUc,Congratulations Alexis and Serena on the wonderful journey of parenthood!! 🌻,0,0,1,congratulations alexis serena wonderful journey parenthood
34199,CYoRmfI0LUc,https://youtu.be/rnJ4blc_S6g                   best I ever saw,0,0,1,httpsyoutubernj4blc_s6g best ever saw
34210,CYoRmfI0LUc,This is so beautiful!,0,0,1,beautiful
34275,CYoRmfI0LUc,Eww race mixing is so disgusting,4,1,-1,eww race mixing disgusting
34397,1u5jO57eD-U,IT was hilarious!! I'm still busting up!!,0,0,1,hilarious im still busting
34459,1u5jO57eD-U,This is awesome 👏🏼😂🍻,0,0,1,awesome
34460,1u5jO57eD-U,This was fucking awesome!,0,0,1,fucking awesome
34461,1u5jO57eD-U,Lol!!,0,0,1,lol
34463,1u5jO57eD-U,"YYYYYYAAAAAAASSSSSS, THE TWO BADDEST BITCHES IN. DA. GAME. YOUR FAVE COULD NEVVVVAA!!!!!",0,0,-1,yyyyyyaaaaaaassssss two baddest bitches da game fave could nevvvvaa
34496,FSOxXsYVJMQ,agshsfgjs IM DYING 😭 They just are too perfect 👌👌❤️❤️❤️,0,0,1,agshsfgjs im dying perfect
34517,FSOxXsYVJMQ,BTS the BEST,0,0,1,bts best
34518,FSOxXsYVJMQ,Excited nako putangina!!!!!! 😭😭😭,0,0,1,excited nako putangina
34631,Xul7ku1XxRY,awesome bro,0,0,1,awesome bro
34639,Xul7ku1XxRY,<3,0,0,1,3
34654,Xul7ku1XxRY,Great Song MGK!!,0,0,1,great song mgk
34681,scIizw2asro,I think he would make a great Joker! Anyone else agree??,0,0,1,think would make great joker anyone else agree
34728,scIizw2asro,Wait...so he was the great Cornholio!?,0,0,1,waitso great cornholio
34749,scIizw2asro,https://youtu.be/o0fu_W6JZKM\n\n\nhurrricanes are terribly intresting.,0,0,-1,httpsyoutubeo0fu_w6jzkm\n\n\nhurrricanes terribly intresting
34818,7YAAyUFL1GQ,Best fall out boy song! Perfect,0,0,1,best fall boy song perfect
34852,7YAAyUFL1GQ,FOB never disappoints <3,0,0,1,fob never disappoints 3
34895,nImFZRtGeAQ,I think the 6s is the best iphone because it still has the earphone jack,0,0,1,think 6s best iphone still earphone jack
34930,nImFZRtGeAQ,I still have iPhone 6! I been waiting for the anniversary phone and I'm not that impressed to change. Might just get the 8 plus.,0,0,1,still iphone 6 waiting anniversary phone im impressed change might get 8 plus
34976,nImFZRtGeAQ,Apple is loosing it's values trying to be like Samsung...the aluminium finish up until 7 plus felt like an industrial design...it just felt strong..smooth..no fingerprints..\nI just hate the fingerprint smudges on my s8+.. I might get a 7plus in matte black..just for the fingerprint issue\nAnd if you have a 7 plus..there is no need to upgrade!,1,0,-1,apple loosing values trying like samsungthe aluminium finish 7 plus felt like industrial designit felt strongsmoothno fingerprints\ni hate fingerprint smudges s8 might get 7plus matte blackjust fingerprint issue\nand 7 plusthere need upgrade
34991,cNgT8qEQJ3w,AI will be the greatest threat to mankind.,0,0,1,ai greatest threat mankind
35143,bvomHFZO0mk,Anyone else thinking about Grim Fandango while watching this?,0,0,-1,anyone else thinking grim fandango watching
35230,XSLc0d5aM04,"stay in school, or you'll get the aids. From doing drugs, unsafe sex, making horrible music.",0,0,-1,stay school youll get aids drugs unsafe sex making horrible music
35289,F4ELqraXx-U,perfect song when you're under drogs <3,0,0,1,perfect song youre drogs 3
35302,F4ELqraXx-U,She as a awesome voice,0,0,1,awesome voice
35374,F4ELqraXx-U,"The best video ... ,💗💗💗",0,1,1,best video
35388,TngCi2s5rmk,Perfect for two days 😂😂,0,0,1,perfect two days
35389,TngCi2s5rmk,Best video you've made in a while,0,0,1,best video youve made
35405,TngCi2s5rmk,The perfect girl doesn't exi...\n\ndouble fist,0,0,1,perfect girl doesnt exi\n\ndouble fist
35467,TngCi2s5rmk,That was awesome bro👍,0,0,1,awesome bro
35483,0eKdNcP4xrM,Why is this the best thing ever,0,0,1,best thing ever
35492,0eKdNcP4xrM,I have a feeling that this trailer showed all the best parts.,0,0,1,feeling trailer showed best parts
35524,0eKdNcP4xrM,"LOL, that was gold!",0,0,1,lol gold
35552,0eKdNcP4xrM,Awesome...,0,0,1,awesome
35577,0eKdNcP4xrM,Awesome,1,0,1,awesome
35578,0eKdNcP4xrM,3:48 best part ever,2,0,1,348 best part ever
35584,XpVt6Z1Gjjo,Does anyone know the song he plays at the end of the video when he tells that awful joke?  And the song/sound that plays when he has an idea?,0,0,-1,anyone know song plays end video tells awful joke songsound plays idea
35626,XpVt6Z1Gjjo,I'm so happy for Logan! Dent the Universe,0,0,1,im happy logan dent universe
35649,XpVt6Z1Gjjo,Good job!! LOGAN 4 LIFE,0,0,1,good job logan 4 life
35657,XpVt6Z1Gjjo,Worst vlog ever,0,0,-1,worst vlog ever
35683,9YyB6sQ4iwA,Youre so beautiful!,0,0,1,youre beautiful
35852,xHvVhhFvLtY,Mmm delicious uni,0,0,1,mmm delicious uni
35869,xHvVhhFvLtY,Hey awesome video!! By the way where did you get that leather hat?,1,0,1,hey awesome video way get leather hat
35875,xHvVhhFvLtY,Beautiful scenery!!!!,1,0,1,beautiful scenery
35963,cOboLQMO4tQ,Say what you will but shes an excellent press secretary,0,0,1,say shes excellent press secretary
35974,cOboLQMO4tQ,Espn is disgusting,0,0,-1,espn disgusting
36043,WYYvHb03Eog,Jesus Christ 1000$ are they insane?,0,0,-1,jesus christ 1000 insane
36070,WYYvHb03Eog,It looks terrible,0,0,-1,looks terrible
36084,MdBu21i9aEE,She's so beautiful!!!!,4,0,1,shes beautiful
36129,MdBu21i9aEE,I needed this <3,1,0,1,needed 3
36151,MdBu21i9aEE,YES! I'm so happy for her. been waiting for this for ages!,0,0,1,yes im happy waiting ages
36152,MdBu21i9aEE,You are the best ♡,1,0,1,best
36154,MdBu21i9aEE,So good! Come to south Florida Julien!,1,0,1,good come south florida julien
36196,IDvy0ybpOUI,"Wrong! God does NOT ignore the Earth!! He created it, He would never ignore it!!",0,0,-1,wrong god ignore earth created would never ignore
36263,IDvy0ybpOUI,"Great review, Chris!",0,0,1,great review chris
36288,Zya-JNMJ62k,Worst actor and singer EVER!,0,0,-1,worst actor singer ever
36322,Zya-JNMJ62k,Power of Wonderboy or is he now Nasty Man?,0,0,-1,power wonderboy nasty man
36326,Zya-JNMJ62k,HEY JACK!!!!!!\nWill you ever consider making NACHOOOOOOOOOOOO\nLIBRE again??\nOne of my favorite go to comedy movie..VIA MEXICO!!!!! Y USA!!!!!,0,0,1,hey jack\nwill ever consider making nachoooooooooooo\nlibre again\none favorite go comedy movievia mexico usa
36334,Zya-JNMJ62k,this is a perfect veesauce Michael here meme,1,0,1,perfect veesauce michael meme
36348,Zya-JNMJ62k,So awesome,0,0,1,awesome
36352,Zya-JNMJ62k,Awesome.,0,0,1,awesome
36430,LolP3Y7_Irs,Best music in the vlogs on youtube,0,0,1,best music vlogs youtube
36458,LolP3Y7_Irs,really fun video i loveedd itt!!!!!!,0,0,1,really fun video loveedd itt
36465,LolP3Y7_Irs,You are perfect!!!!,0,0,1,perfect
36478,LolP3Y7_Irs,You should try bouldering! :D,1,0,1,try bouldering
36481,cxLQAuQsOWI,DUA'S VOICE IS SO PERFECT,6,0,1,duas voice perfect
36483,cxLQAuQsOWI,Amazing Dua!!!!!!,3,0,1,amazing dua
36485,cxLQAuQsOWI,Her voice is literally the best,0,0,1,voice literally best
36501,cxLQAuQsOWI,Both are awesome they should do something together,0,0,1,awesome something together
36527,cxLQAuQsOWI,Omg!!!!!!!!!!! I love dua  lipa and gallant!!!!!!!!!!!,0,0,1,omg love dua lipa gallant
36532,cxLQAuQsOWI,excellent version!!,0,0,1,excellent version
36533,cxLQAuQsOWI,BEAUTIFUL!,0,0,1,beautiful
36535,cxLQAuQsOWI,Gold <3,0,0,1,gold 3
36538,cxLQAuQsOWI,Awesome!!!!,0,0,1,awesome
36572,cxLQAuQsOWI,Brilliant!!,0,0,1,brilliant
36577,cxLQAuQsOWI,The best performance,0,0,1,best performance
36587,zKriLekFPwg,Absolutely spectacular!!!,0,0,1,absolutely spectacular
36605,zKriLekFPwg,"8,233 views and on trending? Jk this is a good song!!!",4,0,1,8233 views trending jk good song
36609,zKriLekFPwg,YES <3,2,0,1,yes 3
36665,zKriLekFPwg,that is one very lucky girl!!!!,1,0,1,one lucky girl
36754,4X6a3G_0HjY,MAKE AMERICA GREAT AGAIN!,1,0,1,make america great
36818,t4QwhVt5Zk0,Here lips are perfect! Probably feel like marshmallows and taste like candy...,0,0,1,lips perfect probably feel like marshmallows taste like candy
36844,t4QwhVt5Zk0,milk chocolate skin looking delicious,0,0,1,milk chocolate skin looking delicious
36849,t4QwhVt5Zk0,She too beautiful tho!!,0,0,1,beautiful tho
36912,B8G8m08G_yo,"Nom Nom :D, can any one tell me how to make a smily? :D TY",0,0,1,nom nom one tell make smily ty
36942,B8G8m08G_yo,mmm...so delicious,0,0,1,mmmso delicious
36953,B8G8m08G_yo,That shoe look delicious,0,0,1,shoe look delicious
36982,O-eWLaO3gy4,You look like you've lost weight! You look stunning! Also I'm making this!!!!,11,0,1,look like youve lost weight look stunning also im making
36991,O-eWLaO3gy4,As a pumpkin season enthusiast this recipe makes me extremely happy. Cannot wait to try this!,0,0,1,pumpkin season enthusiast recipe makes extremely happy cannot wait try
37000,O-eWLaO3gy4,That just looks incredible! Those flavors 😍,0,0,1,looks incredible flavors
37012,O-eWLaO3gy4,They look so good!!!! Can't wait to make them,0,0,1,look good cant wait make
37019,O-eWLaO3gy4,Laura! You look so beautiful!!,0,0,1,laura look beautiful
37029,O-eWLaO3gy4,The pastry cutter is awesome for guacamole making too!,1,0,1,pastry cutter awesome guacamole making
37042,O-eWLaO3gy4,Laura you are bomb! This looks awesome. Cant wait to make it.,0,0,1,laura bomb looks awesome cant wait make
37091,AQa9pEkQ_0Y,Your so beautiful! 😍,0,0,1,beautiful
37094,AQa9pEkQ_0Y,Awesome,0,0,1,awesome
37099,AQa9pEkQ_0Y,Gorgeous!!! 😍😍😍,0,0,1,gorgeous
37102,AQa9pEkQ_0Y,Flawless as always 💛💛💛,0,0,1,flawless always
37114,AQa9pEkQ_0Y,OMG ILOVEEEEE WHEN YOU COME OUT WITH FIRST IMPRESSION VIDEOS THEY ARE MYYYY FAVVVVVVVVVVVVVVVVV!!!!!!!!!!!!!!! I LOVE REWATCHING THEM ILOVE IT ALLLLL!!!! AND ONCE I WAS WATCHING YOUR VIDEOS AND MY SISTERS WATCHED THEM WITH ME AND THEYYY LOVE YOUUU SO MUCHHHHH!!!!!!!! KEEP IT UPPPP BABEEE!!💕💕💕💕💕💕💕,0,0,1,omg iloveeeee come first impression videos myyyy favvvvvvvvvvvvvvvvv love rewatching ilove alllll watching videos sisters watched theyyy love youuu muchhhhh keep upppp babeee
37160,AQa9pEkQ_0Y,You’re so gorgeous!! Sweetest ever!! Can’t wait for Dominique Cosmetics 🙌🏼 so excited🥂,0,0,1,youre gorgeous sweetest ever cant wait dominique cosmetics excited
37270,UqmxHwLI9yg,Wtf is the SATANIC BULLSHIT!@@@!!!!!@!,0,0,-1,wtf satanic bullshit
37315,cLdxuaxaQwc,Hadn't seen Pewds in a while. What a beautiful beard!,0,0,1,hadnt seen pewds beautiful beard
37346,cLdxuaxaQwc,<3,0,0,1,3
37486,QQVWMp_xgGg,This guy may be the greatest troll in troll history 😂😂😂,0,0,1,guy may greatest troll troll history
37588,l864IBj7cgw,jennifer lawrence is an IDIOT!!!!,0,0,-1,jennifer lawrence idiot
37659,l864IBj7cgw,"In the words of Johnny Carson, Welcome to 'Frontier Bris!'.",0,0,1,words johnny carson welcome frontier bris
37666,l864IBj7cgw,"fallon, you are truly pathetic",0,0,-1,fallon truly pathetic
37720,Wb-6fhfAn2I,"Please Alain, this is heartbreaking, I always have troubles with my weight and anxiety... you're the philosopher, but this is an issue for me :'(",0,0,-1,please alain heartbreaking always troubles weight anxiety youre philosopher issue
37802,sjlHnJvXdQs,Awesome,0,0,1,awesome
37807,sjlHnJvXdQs,best iphone parody yet,0,0,1,best iphone parody yet
37848,sjlHnJvXdQs,I need it omg best investment,0,0,1,need omg best investment
37878,sjlHnJvXdQs,the is their best idea since vine!!!! oh wait...,1,0,1,best idea since vine oh wait
37905,_HTXMhKWqnA,HI!! do you still have the air drop on the X? thank you for your channel. it is really awesome.,0,0,1,hi still air drop x thank channel really awesome
37944,_HTXMhKWqnA,Please do not buy this phone. Apple are evil.,0,0,-1,please buy phone apple evil
37975,_HTXMhKWqnA,Iphone x screen looks terrible,0,0,-1,iphone x screen looks terrible
38073,dWWQsXRwHb4,Wow!!!!! You guys are on trending!!! Congratulations!!!,1,0,1,wow guys trending congratulations
38092,dWWQsXRwHb4,I love you studio c!!!!!,0,0,1,love studio c
38116,YSVlSmZWzm0,Vox is the real Fake News!!,0,0,-1,vox real fake news
38134,YSVlSmZWzm0,Thank you Ms. Kim the best teacher I ever had!!!!!!,0,0,1,thank ms kim best teacher ever
38148,YSVlSmZWzm0,"He should have practiced his pronuncation of el dorado, but great video!",0,0,1,practiced pronuncation el dorado great video
38244,DdA7tUIzA5Q,I love this Toni !!!! always a Toni supporter not fan 😘😘😘😍,0,0,1,love toni always toni supporter fan
38256,DdA7tUIzA5Q,"THE L E G E N D A R Y  \nT O N I BRAXTON!!! \nTOP 3 EVER! WHITNEY ( GRH) ,MARIAH AND TONI BRAXTON <3",1,0,1,l e g e n r \nt n braxton \ntop 3 ever whitney grh mariah toni braxton 3
38268,DdA7tUIzA5Q,Simply beautiful !!!,0,0,1,simply beautiful
38282,DdA7tUIzA5Q,LOVE IT!!!!!!,0,0,1,love
38285,DdA7tUIzA5Q,Great style.....classy lady....beautiful!,0,0,1,great styleclassy ladybeautiful
38289,DdA7tUIzA5Q,Obrigadaaaaa Toni! <3,0,0,1,obrigadaaaaa toni 3
38323,bUUt0v4ziG4,my channel best channel end of story.,0,0,1,channel best channel end story
38352,TdH_NL35Nbw,OMFG!!!! I CAN'T WAIT ANY FUCKING LONGER!!!!,1,0,-1,omfg cant wait fucking longer
38460,SjZWJoNYpHI,Grant is gone :'(,1,0,-1,grant gone
38471,SjZWJoNYpHI,R.I.P. Grant :'(\nThanks for everything!,1,0,-1,rip grant \nthanks everything
38476,SjZWJoNYpHI,Good track !!,0,0,1,good track
38479,SjZWJoNYpHI,Maybe best Grant song...  Ok.,1,0,1,maybe best grant song ok
38482,SjZWJoNYpHI,The best song Grant ever wrote.,35,11,1,best song grant ever wrote
38491,SjZWJoNYpHI,performing this song :D,1,4,1,performing song
38496,SjZWJoNYpHI,<3,0,0,1,3
38627,TPnuT2TLvLQ,<3 <3 <3,0,0,1,3 3 3
38701,-s267WkYVoo,Very good video!!!,0,0,1,good video
38711,-s267WkYVoo,Happy upcoming Rosh HaShanah everyone!,0,0,1,happy upcoming rosh hashanah everyone
38784,iIYXR4axaJY,I think your song completes me as a person to move on and not worry about he horrible people in life,0,0,-1,think song completes person move worry horrible people life
38801,iIYXR4axaJY,"i'm so happy for you !!!! like you manage to write a book, put out a song,  be an AMAZINGGGG youtuber, and are soooooo gorgeous !!!!! 😍😍😍 congrats !!!! ❤️",0,0,1,im happy like manage write book put song amazingggg youtuber soooooo gorgeous congrats
38912,4F2KWDQQMhY,YES!!! I ALWAYS WANTED THIS!!! Please DO MORE!!!!!!😍😍😍😍😍😍 also you're amazing!!!,1,0,1,yes always wanted please also youre amazing
38930,4F2KWDQQMhY,OMFG I love you!!!!!!!! 💗❤️💛💚💙💜💖💕💞💓,0,0,1,omfg love
38991,Xqpf1FxU2q4,U are so awesome man,0,0,1,u awesome man
39016,Xqpf1FxU2q4,Awesome skill,0,0,1,awesome skill
39021,Xqpf1FxU2q4,You are awesome,0,0,1,awesome
39029,Xqpf1FxU2q4,Love this man!!!!,0,0,1,love man
39032,Xqpf1FxU2q4,Awesome af,1,0,1,awesome af
39036,SMinvx9EkPs,Impressive as always!,4,0,1,impressive always
39046,SMinvx9EkPs,Always impressed by your stuff fam,0,0,1,always impressed stuff fam
39081,fS5xHHqW-6E,"This band is everything, I don't know why it is so underrated. Great musicians!",0,0,1,band everything dont know underrated great musicians
39085,fS5xHHqW-6E,"I've been listening to these guys since 2013, they continue putting out great songs!",0,0,1,ive listening guys since 2013 continue putting great songs
39103,fS5xHHqW-6E,This is brilliant!,0,0,1,brilliant
39105,fS5xHHqW-6E,Fucking awesome,0,0,1,fucking awesome
39115,fS5xHHqW-6E,Awesome song ⛵☺,0,0,1,awesome song
39123,fS5xHHqW-6E,omg LOVE IT!!!!!!,0,0,1,omg love
39132,fS5xHHqW-6E,♥,0,0,1,
39135,fS5xHHqW-6E,Omg!\nI was waiting for this ! ♥,0,0,1,omg\ni waiting
39174,z5eG8fD-hQw,Donald Trump doesn't stick to politics. I didn't hear ESPN complaining when Trump was speaking about Colin Kaep and why he wasn't hire and how the owners didn't want to get a nasty tweet from him.,0,0,-1,donald trump doesnt stick politics didnt hear espn complaining trump speaking colin kaep wasnt hire owners didnt want get nasty tweet
39296,zcqZHYo7ONs,"A thorium liquid fuel reactor video, decay cycle, and options video would be awesome for this channel in my opinion",0,0,1,thorium liquid fuel reactor video decay cycle options video would awesome channel opinion
39319,zcqZHYo7ONs,3Blue1Brown is crap; never collaborate with him again!!!,0,0,-1,3blue1brown crap never collaborate
39381,cMKX2tE5Luk,And the Academy Award for Best Actor goes to Tommy Wiseau fka James Franco 🤘,0,0,1,academy award best actor goes tommy wiseau fka james franco
39394,cMKX2tE5Luk,This. is. going. to. be. the. GREATEST MOVIE OF ALL TIME!!!,0,0,1,going greatest movie time
39414,cMKX2tE5Luk,Best,0,0,1,best
39420,cMKX2tE5Luk,Can't wait for Best F(r)iends,0,0,1,cant wait best friends
39423,cMKX2tE5Luk,Best Movie of 2017.,0,0,1,best movie 2017
39449,zAtHxJvSczA,All to well is the best ts song,98,40,1,well best ts song
39465,zAtHxJvSczA,All Too Well is the best song to ever exist *period*,6,0,1,well best song ever exist period
39472,zAtHxJvSczA,All to well is the best ts song...https://goo.gl/czCVJA,0,0,1,well best ts songhttpsgooglczcvja
39473,zAtHxJvSczA,All Too Well is her best song,0,0,1,well best song
39563,FfRGxN2zeWU,😇😇😇😇😇😇for the win!!,0,0,1,win
39574,FfRGxN2zeWU,Perfect! 😍😍,1,0,1,perfect
39588,FfRGxN2zeWU,So great!!,1,0,1,great
39598,FfRGxN2zeWU,That was her worst performance imo,2,1,-1,worst performance imo
39626,eERPlIdPJtI,I hope you get the best of luck boogie.\nYour looking way slimmer.,0,0,1,hope get best luck boogie\nyour looking way slimmer
39634,eERPlIdPJtI,Watching from Houston. Thank you <3,0,0,1,watching houston thank 3
39657,eERPlIdPJtI,"I haven't watched a boogie vid in forever, you look great dude!!!!",0,0,1,havent watched boogie vid forever look great dude
39671,eERPlIdPJtI,Dude u look awesome,1,0,1,dude u look awesome
39673,eERPlIdPJtI,This guys awesome,1,0,1,guys awesome
39679,eERPlIdPJtI,I am impressed *I applaud you boogie*,0,0,1,impressed applaud boogie
39749,dtqlSPt4z20,Why they not showing the greatest team #PatsNation,0,0,1,showing greatest team patsnation
39756,dtqlSPt4z20,"I hate doing this but I wanna have some motivation,  can anyone please sub to me and help me out,  I post madden!",0,0,-1,hate wanna motivation anyone please sub help post madden
39759,dtqlSPt4z20,All of the best sounds came from 4-5 games?,0,0,1,best sounds came 45 games
39835,-Ifnaxi2LQg,I'm thick in petite!!! Yassssssssss me too!!!!,0,0,-1,im thick petite yassssssssss
39864,-Ifnaxi2LQg,THIS IS MY FAVORITE SONG!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,1,favorite song
39901,-Ifnaxi2LQg,Fergie sounds terrible,0,0,-1,fergie sounds terrible
39904,-Ifnaxi2LQg,OBSESSED !!!!!,1,0,-1,obsessed
39906,-Ifnaxi2LQg,<3,0,0,1,3
40050,WCYHrvLTaqg,Megan Mullally auditioned for the role of Grace. Leigh-Allyn Baker (who played Grace's best friend Ellen) auditioned for the role of Karen.,0,0,1,megan mullally auditioned role grace leighallyn baker played graces best friend ellen auditioned role karen
40079,WCYHrvLTaqg,Yaaaah! < 3,0,0,1,yaaaah 3
40088,WCYHrvLTaqg,Debra Megan Eric Sean\n❤❤❤❤ you all\nEeek!!\nADORABLE MAGNIFICENT \n🌟🌟🌟🌟\nLV LV LV LV 🌹\n13TH sept..,0,1,1,debra megan eric sean\n all\neeek\nadorable magnificent \n\nlv lv lv lv \n13th sept
40117,KEBDxhqhzF0,You didn't go to Lune! Best croissants ever.,0,0,1,didnt go lune best croissants ever
40148,KEBDxhqhzF0,Yeay.halal food! :D,0,0,1,yeayhalal food
40162,KEBDxhqhzF0,Germany has the best Doner-Kebabs off all time.,0,0,1,germany best donerkebabs time
40170,KEBDxhqhzF0,Sometimes I think Simon and Martina are the best foodporn channel out there,0,0,1,sometimes think simon martina best foodporn channel
40176,KEBDxhqhzF0,OMG Martina's Build A Ladder jacket <3,0,0,1,omg martinas build ladder jacket 3
40241,1L7JFN7tQLs,"Hey Apple, welcome to the 2010's!",0,0,1,hey apple welcome 2010s
40283,1L7JFN7tQLs,best feature for me on iphone was always touch id,0,0,1,best feature iphone always touch id
40309,R6ja9qNmOaM,What..Lonzo best than Carmelo..this is the stuff that we know it the ends of days!,0,0,1,whatlonzo best carmelothis stuff know ends days
40316,R6ja9qNmOaM,... I can't name 6 teams Melo wouldn't be the best player or #1 option on.,0,0,1,cant name 6 teams melo wouldnt best player 1 option
40336,R6ja9qNmOaM,I'm a Lakers fan and even I think this is outrageous.,0,0,-1,im lakers fan even think outrageous
